aqi,pm25,pm10,lat,lon,source,age_group,sensitivity,risk
85,8.8,13.1,35.676193,139.650311,Open-Meteo,35-44,high,2
33,2.8,4.0,41.902782,12.496366,Open-Meteo,35-44,low,0
57,13.6,15.5,42.341685,69.590103,Open-Meteo,25-34,low,1
28,5.0,7.0,40.416775,-3.70379,Open-Meteo,25-34,high,1
65,14.9,17.1,52.229676,21.012229,Open-Meteo,18-24,low,1
33,3.8,4.1,51.169392,71.449074,Open-Meteo,25-34,low,0
37,5.1,7.6,52.520008,13.404954,Open-Meteo,45+,medium,0
60,15.5,20.7,1.352083,103.819839,Open-Meteo,25-34,medium,1
39,3.8,4.7,41.902782,12.496366,Open-Meteo,45+,high,1
56,22.0,26.1,34.052235,-118.243683,Open-Meteo,45+,medium,1
68,12.7,12.7,-23.55052,-46.633308,Open-Meteo,45+,low,1
54,14.2,16.9,42.341685,69.590103,Open-Meteo,18-24,low,1
153,63.8,88.0,37.566536,126.977966,Open-Meteo,18-24,medium,3
69,29.3,35.7,1.352083,103.819839,Open-Meteo,35-44,high,2
76,33.1,37.4,37.566536,126.977966,Open-Meteo,25-34,high,2
36,6.3,13.2,48.856613,2.352222,Open-Meteo,45+,low,0
56,19.7,27.7,42.341685,69.590103,Open-Meteo,35-44,medium,1
29,8.5,10.5,52.520008,13.404954,Open-Meteo,45+,high,1
80,9.6,16.2,30.04442,31.235712,Open-Meteo,45+,low,1
42,3.8,6.9,52.520008,13.404954,Open-Meteo,45+,medium,0
81,31.8,36.1,43.238949,76.889709,Open-Meteo,18-24,low,1
47,21.6,26.7,42.341685,69.590103,Open-Meteo,25-34,medium,0
50,21.9,22.6,34.052235,-118.243683,Open-Meteo,45+,low,1
173,88.2,128.1,31.230391,121.473701,Open-Meteo,18-24,medium,3
27,2.2,3.0,49.806755,73.085449,Open-Meteo,45+,high,1
117,35.0,170.1,30.04442,31.235712,Open-Meteo,45+,low,2
66,26.0,32.6,1.352083,103.819839,Open-Meteo,45+,high,2
87,82.2,104.8,41.00824,28.978359,Open-Meteo,25-34,high,2
47,12.6,12.9,40.712776,-74.005974,Open-Meteo,25-34,high,1
86,28.8,32.1,34.052235,-118.243683,Open-Meteo,45+,high,2
69,11.9,20.0,52.229676,21.012229,Open-Meteo,25-34,medium,1
73,11.4,11.5,-23.55052,-46.633308,Open-Meteo,18-24,high,2
53,22.6,23.7,34.052235,-118.243683,Open-Meteo,35-44,medium,1
82,24.1,158.8,30.04442,31.235712,Open-Meteo,18-24,high,2
152,49.0,63.6,31.230391,121.473701,Open-Meteo,45+,medium,3
172,10.7,13.2,39.904202,116.407394,Open-Meteo,35-44,low,3
58,5.8,5.9,40.712776,-74.005974,Open-Meteo,35-44,high,2
79,31.2,62.9,25.204849,55.270782,Open-Meteo,25-34,low,1
79,22.6,128.7,30.04442,31.235712,Open-Meteo,45+,high,2
154,4.3,4.5,37.566536,126.977966,Open-Meteo,18-24,medium,3
102,27.0,43.2,39.904202,116.407394,Open-Meteo,35-44,low,2
89,24.6,46.6,43.238949,76.889709,Open-Meteo,18-24,low,1
32,8.5,11.5,51.507351,-0.127758,Open-Meteo,45+,medium,0
240,61.0,228.2,28.613939,77.209023,Open-Meteo,45+,high,3
49,6.6,8.9,41.902782,12.496366,Open-Meteo,35-44,low,0
30,4.0,5.9,52.520008,13.404954,Open-Meteo,25-34,high,1
52,16.2,19.2,41.902782,12.496366,Open-Meteo,35-44,high,2
39,3.1,9.7,51.507351,-0.127758,Open-Meteo,25-34,low,0
50,11.3,13.9,52.520008,13.404954,Open-Meteo,18-24,high,2
67,13.4,18.3,1.352083,103.819839,Open-Meteo,25-34,medium,1
30,6.7,13.0,52.520008,13.404954,Open-Meteo,35-44,medium,0
57,37.5,38.3,35.676193,139.650311,Open-Meteo,45+,low,1
89,37.1,37.3,19.432608,-99.133209,Open-Meteo,25-34,medium,1
180,124.3,752.5,28.613939,77.209023,Open-Meteo,45+,medium,3
74,27.3,58.4,25.204849,55.270782,Open-Meteo,35-44,low,1
56,18.2,18.6,40.712776,-74.005974,Open-Meteo,35-44,high,2
76,21.5,32.2,25.204849,55.270782,Open-Meteo,45+,medium,1
61,16.6,22.7,52.229676,21.012229,Open-Meteo,25-34,high,2
83,31.7,54.9,43.238949,76.889709,Open-Meteo,18-24,medium,1
84,20.8,22.4,37.566536,126.977966,Open-Meteo,45+,high,2
74,17.9,22.8,34.052235,-118.243683,Open-Meteo,45+,high,2
26,5.1,7.8,51.507351,-0.127758,Open-Meteo,18-24,medium,0
70,11.7,14.6,52.229676,21.012229,Open-Meteo,45+,low,1
61,6.1,6.6,40.712776,-74.005974,Open-Meteo,35-44,high,2
77,21.2,21.2,-23.55052,-46.633308,Open-Meteo,45+,high,2
123,73.8,145.3,28.613939,77.209023,Open-Meteo,18-24,low,2
46,16.1,20.2,52.229676,21.012229,Open-Meteo,18-24,high,1
47,11.1,12.8,-33.86882,151.20929,Open-Meteo,18-24,low,0
123,62.9,84.3,39.904202,116.407394,Open-Meteo,18-24,medium,2
170,102.2,159.7,31.230391,121.473701,Open-Meteo,35-44,high,3
41,4.2,5.5,40.416775,-3.70379,Open-Meteo,25-34,medium,0
152,90.1,109.4,37.566536,126.977966,Open-Meteo,25-34,high,3
29,6.2,9.7,-33.86882,151.20929,Open-Meteo,18-24,high,1
85,19.6,25.4,13.756331,100.501762,Open-Meteo,25-34,medium,1
65,15.7,18.5,34.052235,-118.243683,Open-Meteo,45+,low,1
83,32.2,50.1,25.204849,55.270782,Open-Meteo,45+,high,2
36,2.7,4.7,40.416775,-3.70379,Open-Meteo,35-44,medium,0
27,6.0,13.4,51.507351,-0.127758,Open-Meteo,35-44,low,0
46,7.4,10.1,48.856613,2.352222,Open-Meteo,45+,high,1
99,86.8,94.8,39.904202,116.407394,Open-Meteo,18-24,low,1
37,6.0,9.6,48.856613,2.352222,Open-Meteo,18-24,high,1
52,13.8,14.0,40.712776,-74.005974,Open-Meteo,45+,medium,1
45,14.2,15.3,34.052235,-118.243683,Open-Meteo,35-44,medium,0
39,9.1,10.2,49.806755,73.085449,Open-Meteo,35-44,high,1
32,3.5,4.0,51.169392,71.449074,Open-Meteo,35-44,medium,0
127,26.1,28.1,31.230391,121.473701,Open-Meteo,45+,high,3
158,86.8,90.3,37.566536,126.977966,Open-Meteo,18-24,low,3
63,31.9,46.0,43.238949,76.889709,Open-Meteo,45+,medium,1
125,16.6,25.1,37.566536,126.977966,Open-Meteo,18-24,low,2
53,7.7,10.2,41.902782,12.496366,Open-Meteo,35-44,high,2
71,18.6,22.1,41.00824,28.978359,Open-Meteo,25-34,low,1
34,4.9,6.1,41.902782,12.496366,Open-Meteo,35-44,medium,0
89,28.9,35.9,41.00824,28.978359,Open-Meteo,18-24,low,1
42,3.9,7.1,49.806755,73.085449,Open-Meteo,45+,high,1
74,17.3,21.9,41.00824,28.978359,Open-Meteo,35-44,medium,1
51,8.5,12.7,52.520008,13.404954,Open-Meteo,25-34,medium,1
67,20.4,53.9,43.238949,76.889709,Open-Meteo,45+,low,1
71,81.2,88.1,52.229676,21.012229,Open-Meteo,25-34,low,1
34,7.8,10.6,48.856613,2.352222,Open-Meteo,25-34,high,1
45,16.4,16.7,19.432608,-99.133209,Open-Meteo,35-44,low,0
33,13.4,16.9,40.712776,-74.005974,Open-Meteo,18-24,low,0
151,73.6,106.6,31.230391,121.473701,Open-Meteo,45+,low,3
67,15.2,35.9,43.238949,76.889709,Open-Meteo,25-34,low,1
54,12.1,17.0,42.341685,69.590103,Open-Meteo,25-34,medium,1
37,15.0,16.8,40.712776,-74.005974,Open-Meteo,35-44,medium,0
85,19.2,50.3,25.204849,55.270782,Open-Meteo,45+,medium,1
153,35.5,39.8,31.230391,121.473701,Open-Meteo,45+,high,3
43,7.2,9.4,-33.86882,151.20929,Open-Meteo,18-24,low,0
83,24.4,87.3,43.238949,76.889709,Open-Meteo,35-44,low,1
83,20.3,22.9,13.756331,100.501762,Open-Meteo,35-44,high,2
50,8.4,12.0,-33.86882,151.20929,Open-Meteo,18-24,high,2
101,49.4,167.2,39.904202,116.407394,Open-Meteo,18-24,low,2
57,10.4,10.5,35.676193,139.650311,Open-Meteo,45+,high,2
43,12.6,14.1,51.169392,71.449074,Open-Meteo,18-24,high,1
162,162.5,199.3,31.230391,121.473701,Open-Meteo,35-44,low,3
66,9.8,12.3,34.052235,-118.243683,Open-Meteo,25-34,low,1
32,11.4,18.1,48.856613,2.352222,Open-Meteo,18-24,medium,0
50,19.3,30.2,51.169392,71.449074,Open-Meteo,18-24,low,1
92,45.4,45.5,-23.55052,-46.633308,Open-Meteo,18-24,low,1
147,67.3,99.4,31.230391,121.473701,Open-Meteo,35-44,low,2
31,15.1,20.5,51.169392,71.449074,Open-Meteo,25-34,high,1
66,23.4,26.0,48.856613,2.352222,Open-Meteo,25-34,high,2
72,26.1,31.0,52.229676,21.012229,Open-Meteo,45+,low,1
138,43.8,125.5,30.04442,31.235712,Open-Meteo,35-44,high,3
81,23.0,34.5,43.238949,76.889709,Open-Meteo,45+,high,2
57,21.3,21.4,-23.55052,-46.633308,Open-Meteo,18-24,low,1
98,26.9,36.4,41.00824,28.978359,Open-Meteo,45+,medium,1
32,5.5,9.0,51.507351,-0.127758,Open-Meteo,25-34,low,0
80,39.3,60.1,37.566536,126.977966,Open-Meteo,18-24,medium,1
67,20.8,31.3,34.052235,-118.243683,Open-Meteo,25-34,medium,1
37,7.6,11.4,48.856613,2.352222,Open-Meteo,45+,low,0
105,30.9,39.4,41.00824,28.978359,Open-Meteo,18-24,low,2
129,53.0,283.1,28.613939,77.209023,Open-Meteo,45+,medium,2
44,7.2,10.7,48.856613,2.352222,Open-Meteo,35-44,medium,0
75,12.4,12.4,-23.55052,-46.633308,Open-Meteo,18-24,medium,1
135,56.0,91.0,31.230391,121.473701,Open-Meteo,35-44,high,3
39,7.4,11.8,52.520008,13.404954,Open-Meteo,45+,high,1
59,13.8,16.9,52.229676,21.012229,Open-Meteo,18-24,medium,1
70,13.5,17.8,34.052235,-118.243683,Open-Meteo,45+,medium,1
110,51.2,135.0,30.04442,31.235712,Open-Meteo,25-34,low,2
65,10.0,11.8,51.169392,71.449074,Open-Meteo,35-44,high,2
92,26.0,69.2,43.238949,76.889709,Open-Meteo,25-34,low,1
57,9.6,12.2,1.352083,103.819839,Open-Meteo,25-34,medium,1
73,23.1,25.8,13.756331,100.501762,Open-Meteo,25-34,low,1
79,36.4,36.8,19.432608,-99.133209,Open-Meteo,25-34,high,2
66,26.8,32.0,1.352083,103.819839,Open-Meteo,18-24,low,1
18,4.0,6.7,40.416775,-3.70379,Open-Meteo,35-44,high,1
75,18.3,35.9,43.238949,76.889709,Open-Meteo,18-24,medium,1
71,18.4,18.8,-23.55052,-46.633308,Open-Meteo,35-44,medium,1
146,20.7,41.8,31.230391,121.473701,Open-Meteo,18-24,medium,2
64,8.3,9.2,49.806755,73.085449,Open-Meteo,45+,low,1
41,1.9,2.0,51.169392,71.449074,Open-Meteo,18-24,low,0
37,3.5,7.9,52.520008,13.404954,Open-Meteo,45+,high,1
32,8.6,16.5,52.520008,13.404954,Open-Meteo,35-44,high,1
55,14.6,19.3,1.352083,103.819839,Open-Meteo,25-34,low,1
149,43.1,95.9,25.204849,55.270782,Open-Meteo,25-34,medium,2
199,31.8,37.1,31.230391,121.473701,Open-Meteo,25-34,high,3
41,2.9,3.9,41.902782,12.496366,Open-Meteo,25-34,high,1
52,15.7,18.0,42.341685,69.590103,Open-Meteo,35-44,high,2
70,14.1,17.6,52.229676,21.012229,Open-Meteo,35-44,medium,1
34,5.3,6.0,41.902782,12.496366,Open-Meteo,18-24,high,1
78,29.6,40.7,13.756331,100.501762,Open-Meteo,18-24,medium,1
64,16.6,38.1,30.04442,31.235712,Open-Meteo,18-24,medium,1
34,4.9,8.9,51.507351,-0.127758,Open-Meteo,45+,low,0
93,8.1,11.5,52.229676,21.012229,Open-Meteo,45+,high,2
105,74.7,87.3,39.904202,116.407394,Open-Meteo,35-44,low,2
59,20.5,23.3,13.756331,100.501762,Open-Meteo,35-44,low,1
70,18.3,24.7,41.00824,28.978359,Open-Meteo,35-44,medium,1
134,33.3,36.0,13.756331,100.501762,Open-Meteo,35-44,high,3
72,23.9,30.7,37.566536,126.977966,Open-Meteo,18-24,high,2
71,9.4,11.4,35.676193,139.650311,Open-Meteo,18-24,high,2
67,11.0,11.2,-23.55052,-46.633308,Open-Meteo,25-34,medium,1
73,46.2,46.2,-23.55052,-46.633308,Open-Meteo,18-24,medium,1
41,7.0,10.6,52.520008,13.404954,Open-Meteo,18-24,low,0
65,12.0,14.4,52.229676,21.012229,Open-Meteo,45+,high,2
68,21.1,27.3,48.856613,2.352222,Open-Meteo,25-34,medium,1
102,58.0,194.6,25.204849,55.270782,Open-Meteo,45+,medium,2
52,37.0,38.1,35.676193,139.650311,Open-Meteo,35-44,medium,1
52,9.5,11.7,13.756331,100.501762,Open-Meteo,18-24,high,2
51,15.4,22.3,51.169392,71.449074,Open-Meteo,25-34,high,2
29,11.8,16.5,52.520008,13.404954,Open-Meteo,18-24,medium,0
37,2.0,2.1,40.712776,-74.005974,Open-Meteo,18-24,medium,0
54,5.8,8.2,-33.86882,151.20929,Open-Meteo,45+,high,2
37,6.4,11.0,51.507351,-0.127758,Open-Meteo,35-44,medium,0
129,31.9,131.3,28.613939,77.209023,Open-Meteo,25-34,high,3
108,32.0,86.4,25.204849,55.270782,Open-Meteo,35-44,medium,2
35,16.0,18.6,-33.86882,151.20929,Open-Meteo,25-34,low,0
30,8.7,11.4,40.416775,-3.70379,Open-Meteo,35-44,high,1
46,14.6,15.6,34.052235,-118.243683,Open-Meteo,25-34,high,1
38,10.0,13.9,-33.86882,151.20929,Open-Meteo,18-24,medium,0
70,25.0,29.2,1.352083,103.819839,Open-Meteo,18-24,medium,1
42,16.6,24.6,48.856613,2.352222,Open-Meteo,35-44,low,0
55,7.6,20.7,42.341685,69.590103,Open-Meteo,35-44,medium,1
68,7.8,9.7,35.676193,139.650311,Open-Meteo,18-24,medium,1
67,26.7,29.5,34.052235,-118.243683,Open-Meteo,45+,medium,1
158,88.5,99.4,39.904202,116.407394,Open-Meteo,35-44,medium,3
30,8.9,12.0,49.806755,73.085449,Open-Meteo,35-44,high,1
88,15.8,16.2,-23.55052,-46.633308,Open-Meteo,45+,high,2
32,5.5,6.3,49.806755,73.085449,Open-Meteo,45+,medium,0
28,6.7,8.5,49.806755,73.085449,Open-Meteo,45+,medium,0
81,18.2,31.4,41.00824,28.978359,Open-Meteo,35-44,low,1
74,12.2,14.1,35.676193,139.650311,Open-Meteo,18-24,high,2
150,45.3,102.2,25.204849,55.270782,Open-Meteo,25-34,high,3
40,18.3,23.7,49.806755,73.085449,Open-Meteo,18-24,medium,0
26,2.7,3.5,49.806755,73.085449,Open-Meteo,35-44,high,1
102,32.5,42.3,41.00824,28.978359,Open-Meteo,35-44,medium,2
47,18.3,22.5,52.520008,13.404954,Open-Meteo,35-44,medium,0
35,12.0,13.2,49.806755,73.085449,Open-Meteo,35-44,medium,0
37,7.3,10.0,41.902782,12.496366,Open-Meteo,45+,low,0
53,10.1,10.2,1.352083,103.819839,Open-Meteo,45+,medium,1
30,5.1,6.1,40.712776,-74.005974,Open-Meteo,45+,low,0
80,41.1,44.2,37.566536,126.977966,Open-Meteo,18-24,medium,1
88,30.2,50.8,43.238949,76.889709,Open-Meteo,35-44,high,2
54,15.0,15.8,42.341685,69.590103,Open-Meteo,18-24,low,1
56,23.9,26.0,35.676193,139.650311,Open-Meteo,25-34,medium,1
90,11.1,13.4,39.904202,116.407394,Open-Meteo,45+,high,2
154,44.4,138.8,28.613939,77.209023,Open-Meteo,45+,high,3
97,28.0,28.8,35.676193,139.650311,Open-Meteo,18-24,high,2
51,12.9,15.8,42.341685,69.590103,Open-Meteo,25-34,medium,1
61,13.5,19.5,34.052235,-118.243683,Open-Meteo,35-44,high,2
78,20.3,29.2,25.204849,55.270782,Open-Meteo,35-44,low,1
33,12.1,17.9,48.856613,2.352222,Open-Meteo,35-44,low,0
33,9.0,17.8,48.856613,2.352222,Open-Meteo,18-24,high,1
121,69.2,71.9,31.230391,121.473701,Open-Meteo,25-34,high,3
54,9.3,12.0,13.756331,100.501762,Open-Meteo,25-34,medium,1
57,19.2,19.2,-23.55052,-46.633308,Open-Meteo,25-34,high,2
33,2.4,5.1,49.806755,73.085449,Open-Meteo,25-34,medium,0
42,9.0,13.9,52.520008,13.404954,Open-Meteo,35-44,high,1
80,12.0,12.2,19.432608,-99.133209,Open-Meteo,25-34,low,1
47,8.8,9.8,42.341685,69.590103,Open-Meteo,25-34,high,1
52,7.7,7.7,-23.55052,-46.633308,Open-Meteo,35-44,high,2
45,9.6,12.5,-33.86882,151.20929,Open-Meteo,25-34,low,0
51,11.6,13.9,42.341685,69.590103,Open-Meteo,25-34,high,2
77,32.7,37.7,41.00824,28.978359,Open-Meteo,25-34,medium,1
72,14.0,16.3,13.756331,100.501762,Open-Meteo,25-34,high,2
35,8.0,13.9,49.806755,73.085449,Open-Meteo,25-34,high,1
49,21.7,25.3,49.806755,73.085449,Open-Meteo,45+,medium,0
49,18.7,19.0,40.712776,-74.005974,Open-Meteo,25-34,high,1
34,3.7,6.9,51.507351,-0.127758,Open-Meteo,35-44,high,1
74,28.5,28.9,-23.55052,-46.633308,Open-Meteo,35-44,low,1
40,7.2,9.6,52.229676,21.012229,Open-Meteo,18-24,high,1
59,18.3,21.9,1.352083,103.819839,Open-Meteo,45+,medium,1
51,12.0,12.1,40.712776,-74.005974,Open-Meteo,18-24,high,2
45,14.5,15.5,34.052235,-118.243683,Open-Meteo,18-24,medium,0
107,19.6,24.8,41.00824,28.978359,Open-Meteo,35-44,low,2
75,15.5,25.9,30.04442,31.235712,Open-Meteo,35-44,high,2
55,9.0,11.1,-33.86882,151.20929,Open-Meteo,45+,medium,1
57,9.5,10.7,49.806755,73.085449,Open-Meteo,25-34,low,1
151,175.6,1147.4,28.613939,77.209023,Open-Meteo,18-24,medium,3
114,38.4,179.3,30.04442,31.235712,Open-Meteo,18-24,medium,2
45,4.9,5.0,40.712776,-74.005974,Open-Meteo,25-34,low,0
172,163.4,177.0,39.904202,116.407394,Open-Meteo,25-34,medium,3
59,17.1,19.5,1.352083,103.819839,Open-Meteo,45+,high,2
151,78.9,82.2,31.230391,121.473701,Open-Meteo,35-44,high,3
103,20.5,55.9,37.566536,126.977966,Open-Meteo,25-34,high,3
146,71.0,94.5,31.230391,121.473701,Open-Meteo,45+,high,3
51,8.4,8.4,-23.55052,-46.633308,Open-Meteo,35-44,high,2
36,6.4,8.5,40.416775,-3.70379,Open-Meteo,35-44,medium,0
94,17.8,19.1,52.229676,21.012229,Open-Meteo,45+,medium,1
86,19.4,80.6,43.238949,76.889709,Open-Meteo,25-34,low,1
86,27.0,33.9,41.00824,28.978359,Open-Meteo,18-24,low,1
43,9.7,10.7,42.341685,69.590103,Open-Meteo,18-24,high,1
80,13.5,22.3,41.00824,28.978359,Open-Meteo,25-34,low,1
44,14.0,17.8,-33.86882,151.20929,Open-Meteo,18-24,high,1
53,9.6,13.2,-33.86882,151.20929,Open-Meteo,45+,medium,1
65,9.6,11.8,51.169392,71.449074,Open-Meteo,45+,high,2
50,7.8,8.1,42.341685,69.590103,Open-Meteo,45+,medium,1
135,77.8,78.5,31.230391,121.473701,Open-Meteo,35-44,low,2
32,7.6,8.7,52.520008,13.404954,Open-Meteo,25-34,high,1
64,18.2,22.6,1.352083,103.819839,Open-Meteo,25-34,low,1
35,8.9,11.4,42.341685,69.590103,Open-Meteo,45+,medium,0
41,2.6,2.9,40.712776,-74.005974,Open-Meteo,25-34,low,0
94,18.0,18.9,37.566536,126.977966,Open-Meteo,35-44,high,2
41,6.9,12.1,48.856613,2.352222,Open-Meteo,35-44,low,0
36,7.0,9.8,52.520008,13.404954,Open-Meteo,25-34,low,0
53,11.1,16.6,42.341685,69.590103,Open-Meteo,45+,medium,1
40,14.8,26.4,51.169392,71.449074,Open-Meteo,45+,low,0
54,6.4,8.9,-33.86882,151.20929,Open-Meteo,18-24,low,1
65,14.0,15.2,52.229676,21.012229,Open-Meteo,45+,high,2
58,18.8,21.5,13.756331,100.501762,Open-Meteo,25-34,low,1
61,25.0,28.7,13.756331,100.501762,Open-Meteo,25-34,low,1
62,13.1,16.7,1.352083,103.819839,Open-Meteo,45+,low,1
55,13.3,16.4,1.352083,103.819839,Open-Meteo,18-24,low,1
57,12.5,13.0,51.169392,71.449074,Open-Meteo,45+,low,1
73,27.2,27.6,35.676193,139.650311,Open-Meteo,25-34,medium,1
76,25.5,32.1,43.238949,76.889709,Open-Meteo,45+,low,1
81,39.3,41.0,37.566536,126.977966,Open-Meteo,25-34,medium,1
60,24.9,24.9,-33.86882,151.20929,Open-Meteo,18-24,high,2
154,57.9,81.0,37.566536,126.977966,Open-Meteo,25-34,low,3
150,36.1,105.5,30.04442,31.235712,Open-Meteo,25-34,low,3
51,15.0,15.1,1.352083,103.819839,Open-Meteo,45+,medium,1
42,31.1,31.3,35.676193,139.650311,Open-Meteo,35-44,medium,0
74,19.4,22.5,41.00824,28.978359,Open-Meteo,18-24,high,2
136,34.8,38.2,31.230391,121.473701,Open-Meteo,25-34,low,2
54,28.5,47.3,52.229676,21.012229,Open-Meteo,18-24,high,2
70,9.1,12.0,52.229676,21.012229,Open-Meteo,35-44,high,2
66,10.8,13.3,35.676193,139.650311,Open-Meteo,35-44,high,2
51,10.1,13.3,41.902782,12.496366,Open-Meteo,25-34,low,1
79,42.7,52.4,41.00824,28.978359,Open-Meteo,25-34,medium,1
195,105.0,336.2,28.613939,77.209023,Open-Meteo,18-24,medium,3
97,27.0,40.6,25.204849,55.270782,Open-Meteo,35-44,low,1
79,16.6,18.1,35.676193,139.650311,Open-Meteo,45+,medium,1
40,4.2,5.2,41.902782,12.496366,Open-Meteo,25-34,high,1
127,69.2,210.5,28.613939,77.209023,Open-Meteo,35-44,high,3
96,23.8,94.7,30.04442,31.235712,Open-Meteo,45+,high,2
338,73.3,380.0,28.613939,77.209023,Open-Meteo,18-24,high,3
52,6.0,6.1,-23.55052,-46.633308,Open-Meteo,18-24,high,2
96,63.8,180.7,39.904202,116.407394,Open-Meteo,35-44,medium,1
71,8.2,10.0,42.341685,69.590103,Open-Meteo,18-24,low,1
88,54.6,59.4,37.566536,126.977966,Open-Meteo,25-34,medium,1
49,17.6,19.4,42.341685,69.590103,Open-Meteo,35-44,medium,0
68,13.3,17.9,34.052235,-118.243683,Open-Meteo,18-24,low,1
36,5.6,7.0,41.902782,12.496366,Open-Meteo,25-34,low,0
58,12.2,15.2,42.341685,69.590103,Open-Meteo,18-24,low,1
59,9.4,14.5,52.229676,21.012229,Open-Meteo,18-24,low,1
36,9.7,13.4,-33.86882,151.20929,Open-Meteo,18-24,high,1
44,7.2,7.3,40.712776,-74.005974,Open-Meteo,45+,low,0
77,19.9,23.1,13.756331,100.501762,Open-Meteo,45+,low,1
117,62.3,180.1,30.04442,31.235712,Open-Meteo,35-44,medium,2
116,28.0,29.8,19.432608,-99.133209,Open-Meteo,18-24,medium,2
158,21.7,23.6,37.566536,126.977966,Open-Meteo,18-24,high,3
70,18.2,22.7,1.352083,103.819839,Open-Meteo,25-34,low,1
130,15.3,31.5,39.904202,116.407394,Open-Meteo,25-34,low,2
75,20.8,26.4,34.052235,-118.243683,Open-Meteo,25-34,high,2
43,4.5,9.3,52.520008,13.404954,Open-Meteo,45+,medium,0
151,56.3,190.5,28.613939,77.209023,Open-Meteo,35-44,high,3
34,3.7,4.0,51.169392,71.449074,Open-Meteo,45+,high,1
97,44.2,53.4,37.566536,126.977966,Open-Meteo,45+,high,2
84,19.6,20.1,-23.55052,-46.633308,Open-Meteo,35-44,medium,1
79,28.2,66.0,30.04442,31.235712,Open-Meteo,18-24,high,2
56,12.6,16.5,48.856613,2.352222,Open-Meteo,35-44,medium,1
59,12.7,14.3,1.352083,103.819839,Open-Meteo,25-34,low,1
56,7.6,13.7,34.052235,-118.243683,Open-Meteo,25-34,high,2
114,45.6,64.5,35.676193,139.650311,Open-Meteo,45+,high,3
53,7.4,12.0,52.229676,21.012229,Open-Meteo,45+,medium,1
80,36.7,36.9,19.432608,-99.133209,Open-Meteo,18-24,low,1
67,21.0,29.0,43.238949,76.889709,Open-Meteo,35-44,high,2
71,20.3,28.6,41.00824,28.978359,Open-Meteo,45+,high,2
51,18.6,21.5,42.341685,69.590103,Open-Meteo,25-34,high,2
77,26.2,33.1,41.00824,28.978359,Open-Meteo,45+,low,1
82,40.0,40.5,19.432608,-99.133209,Open-Meteo,35-44,high,2
36,4.2,7.2,51.507351,-0.127758,Open-Meteo,18-24,high,1
54,22.2,28.3,1.352083,103.819839,Open-Meteo,35-44,low,1
40,2.7,5.4,51.507351,-0.127758,Open-Meteo,35-44,low,0
115,36.1,165.4,30.04442,31.235712,Open-Meteo,45+,low,2
41,5.2,10.2,48.856613,2.352222,Open-Meteo,45+,medium,0
71,20.2,27.4,52.229676,21.012229,Open-Meteo,35-44,high,2
34,5.1,9.2,51.507351,-0.127758,Open-Meteo,25-34,medium,0
60,19.4,24.9,52.229676,21.012229,Open-Meteo,35-44,medium,1
97,21.3,21.5,-23.55052,-46.633308,Open-Meteo,45+,high,2
159,52.5,65.7,39.904202,116.407394,Open-Meteo,45+,low,3
103,11.0,33.5,39.904202,116.407394,Open-Meteo,45+,low,2
31,4.9,5.7,40.712776,-74.005974,Open-Meteo,45+,high,1
84,26.9,31.0,13.756331,100.501762,Open-Meteo,45+,high,2
75,21.1,28.1,41.00824,28.978359,Open-Meteo,25-34,high,2
60,13.9,18.5,1.352083,103.819839,Open-Meteo,18-24,high,2
66,21.5,24.0,34.052235,-118.243683,Open-Meteo,18-24,low,1
38,4.4,7.3,52.520008,13.404954,Open-Meteo,35-44,medium,0
56,6.6,6.6,51.169392,71.449074,Open-Meteo,25-34,low,1
69,10.7,10.7,-23.55052,-46.633308,Open-Meteo,18-24,low,1
110,15.7,25.6,35.676193,139.650311,Open-Meteo,45+,high,3
99,69.4,99.1,41.00824,28.978359,Open-Meteo,35-44,low,1
94,9.4,12.1,37.566536,126.977966,Open-Meteo,25-34,high,2
89,17.9,20.1,13.756331,100.501762,Open-Meteo,18-24,high,2
29,7.7,10.9,-33.86882,151.20929,Open-Meteo,18-24,low,0
60,14.1,19.0,1.352083,103.819839,Open-Meteo,25-34,low,1
64,20.1,25.8,1.352083,103.819839,Open-Meteo,45+,medium,1
34,16.0,18.5,-33.86882,151.20929,Open-Meteo,18-24,medium,0
85,19.6,24.9,13.756331,100.501762,Open-Meteo,25-34,medium,1
32,6.7,10.7,52.520008,13.404954,Open-Meteo,35-44,low,0
116,32.1,34.9,13.756331,100.501762,Open-Meteo,45+,medium,2
78,11.2,20.1,30.04442,31.235712,Open-Meteo,35-44,medium,1
57,10.3,15.0,52.229676,21.012229,Open-Meteo,25-34,low,1
51,10.5,15.0,52.229676,21.012229,Open-Meteo,25-34,medium,1
39,3.2,4.1,41.902782,12.496366,Open-Meteo,25-34,medium,0
34,9.1,11.3,41.902782,12.496366,Open-Meteo,45+,medium,0
55,10.2,16.2,51.169392,71.449074,Open-Meteo,35-44,low,1
36,2.7,4.6,52.520008,13.404954,Open-Meteo,45+,medium,0
52,13.6,17.3,41.902782,12.496366,Open-Meteo,35-44,high,2
140,51.1,84.8,25.204849,55.270782,Open-Meteo,18-24,high,3
91,15.3,19.2,52.229676,21.012229,Open-Meteo,45+,high,2
29,7.5,11.0,-33.86882,151.20929,Open-Meteo,25-34,medium,0
38,6.2,7.5,42.341685,69.590103,Open-Meteo,35-44,low,0
109,77.8,90.1,39.904202,116.407394,Open-Meteo,35-44,low,2
